system:index,AOI_reduction_sample_count,aggregation_method,aggregation_mode,all_source_element_count,analysis_scale_description,analysis_scale_m,aoi_id,availability_status,coverage_method,daily_composite_count,footprint_metadata,is_valid_month,l3_grid_spacing_m,metadata_selected_source_element_count,month,month_of_year,pollutant,processing_branch,quality_description,reduction_crs,source_band,source_collection,source_element_count,source_selection_mode,support_count_max,support_count_mean,support_count_median,support_count_min,support_count_p10,support_count_p90,system_time_start,temporal_support_description,temporal_support_fraction_mean,temporal_support_mode,total_aoi_area_km2,total_aoi_area_m2,valid_area_fraction,valid_area_km2,valid_area_m2,valid_area_percent,year,.geo
1_1_1_1_2_00000000000000000010,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,426,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,426,2020-06,6,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,426,NATIVE_L3_INGESTION_QA,35.0,31.957089011307623,32.0,29.0,29.0,34.0,1590969600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000014,698,daily-first calendar-month mean,DAILY_FIRST,439,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,439,2020-07,7,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,439,NATIVE_L3_MASK,29.0,26.746731833706278,27.000000000000014,24.0,25.999999999999996,28.00000000000001,1593561600000,valid calendar days contributing to the monthly daily-first composite,0.8627977915386357,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000012,698,daily-first calendar-month mean,DAILY_FIRST,439,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,439,2020-07,7,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,439,PRODUCT_QUALITY_NOMINAL,26.0,21.938640913908824,21.999999999999993,16.0,20.0,24.0,1593561600000,valid calendar days contributing to the monthly daily-first composite,0.7076980893304586,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000013,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,439,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,439,2020-07,7,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,439,NATIVE_L3_INGESTION_QA,36.0,33.809220063786604,34.0,31.0,31.0,35.0,1593561600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000016,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,436,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,436,2020-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,436,NATIVE_L3_INGESTION_QA,33.0,31.13975065236301,31.0,29.0,30.0,33.0,1596240000000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000017,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,438,2020-08,8,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,438,NATIVE_L3_MASK,29.0,26.905488163938283,27.000000000000004,24.0,24.999999999999993,27.999999999999993,1596240000000,valid calendar days contributing to the monthly daily-first composite,0.8679189638010594,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000015,698,daily-first calendar-month mean,DAILY_FIRST,437,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,437,2020-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,437,PRODUCT_QUALITY_NOMINAL,26.0,22.636431221293137,22.999999999999993,19.0,21.000000000000004,24.0,1596240000000,valid calendar days contributing to the monthly daily-first composite,0.7302074511678601,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000018,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,425,2020-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,425,PRODUCT_QUALITY_NOMINAL,26.0,24.86180956306679,25.0,23.0,24.000000000000004,25.0,1598918400000,valid calendar days contributing to the monthly daily-first composite,0.8287269708570721,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000019,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,424,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,424,2020-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,424,NATIVE_L3_INGESTION_QA,37.0,35.44041751232241,36.0,33.0,34.0,36.0,1598918400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001a,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2020-09,9,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,27.0,24.26405164291602,23.999999999999996,21.0,23.000000000000004,25.999999999999996,1598918400000,valid calendar days contributing to the monthly daily-first composite,0.808801718768267,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001d,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2020-10,10,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,20.0,14.572186727122828,14.999999999999991,11.0,11.999999999999998,17.000000000000004,1601510400000,valid calendar days contributing to the monthly daily-first composite,0.4700705282806475,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001c,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,439,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,439,2020-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,439,NATIVE_L3_INGESTION_QA,18.0,15.068135691504782,15.0,12.0,14.0,16.0,1601510400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001b,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,440,2020-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,440,PRODUCT_QUALITY_NOMINAL,23.0,18.936395889765627,18.999999999999996,15.0,17.000000000000004,21.000000000000004,1601510400000,valid calendar days contributing to the monthly daily-first composite,0.6108514791067823,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001e,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,423,2020-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,423,PRODUCT_QUALITY_NOMINAL,11.0,8.968157460840892,9.0,7.0,8.0,9.999999999999993,1604188800000,valid calendar days contributing to the monthly daily-first composite,0.29893859353389424,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000020,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2020-11,11,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,26.0,21.49405252620422,21.99999999999999,18.0,19.0,23.000000000000004,1604188800000,valid calendar days contributing to the monthly daily-first composite,0.7164684208023314,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000001f,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,424,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,424,2020-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,424,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1604188800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000021,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,438,2020-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,438,PRODUCT_QUALITY_NOMINAL,5.0,4.2096852549758585,4.0,3.0,3.0,5.0,1606780800000,valid calendar days contributing to the monthly daily-first composite,0.1357962945005633,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000023,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,438,2020-12,12,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,438,NATIVE_L3_MASK,22.0,19.420320044753286,19.999999999999996,16.0,17.000000000000004,21.00000000000001,1606780800000,valid calendar days contributing to the monthly daily-first composite,0.6264619316768415,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000022,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,438,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,438,2020-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,438,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1606780800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000000,698,daily-first calendar-month mean,DAILY_FIRST,437,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,437,2021-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,437,PRODUCT_QUALITY_NOMINAL,7.0,5.6221881992698135,6.000000000000003,3.0,4.0,7.0,1609459200000,valid calendar days contributing to the monthly daily-first composite,0.18136090424888876,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000001,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,435,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,435,2021-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,435,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1609459200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000002,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,438,2021-01,1,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,438,NATIVE_L3_MASK,19.0,14.186682958426568,13.999999999999991,9.0,11.999999999999995,17.0,1609459200000,valid calendar days contributing to the monthly daily-first composite,0.4576349231460453,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000003,698,daily-first calendar-month mean,DAILY_FIRST,397,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,28,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,397,2021-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,397,PRODUCT_QUALITY_NOMINAL,5.0,3.3323960664232706,3.0000000000000018,2.0,3.0000000000000018,4.0,1612137600000,valid calendar days contributing to the monthly daily-first composite,0.11901414840340793,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000005,698,daily-first calendar-month mean,DAILY_FIRST,397,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,28,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,397,2021-02,2,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,397,NATIVE_L3_MASK,20.0,14.568079437050994,14.000000000000002,10.0,12.000000000000002,17.0,1612137600000,valid calendar days contributing to the monthly daily-first composite,0.5202885479304886,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000004,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,397,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,397,2021-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,397,NATIVE_L3_INGESTION_QA,1.0,1.0,1.0,1.0,1.0,1.0,1612137600000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.9609666413359451,424.2546683921568,4.2425466839215684E8,96.09666413359452,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000008,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2021-03,3,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,22.0,17.091979743257564,17.000000000000004,9.0,14.0,20.000000000000007,1614556800000,valid calendar days contributing to the monthly daily-first composite,0.5513541807531663,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000006,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,440,2021-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,440,PRODUCT_QUALITY_NOMINAL,13.0,8.766451242492053,8.999999999999998,6.0,7.000000000000003,10.000000000000002,1614556800000,valid calendar days contributing to the monthly daily-first composite,0.2827887413300468,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000007,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,439,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,439,2021-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,439,NATIVE_L3_INGESTION_QA,11.0,8.493476369962305,9.0,5.0,7.0,11.0,1614556800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_00000000000000000009,698,daily-first calendar-month mean,DAILY_FIRST,424,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,424,2021-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,424,PRODUCT_QUALITY_NOMINAL,10.0,7.36475385702509,7.0,4.0,6.0,9.000000000000002,1617235200000,valid calendar days contributing to the monthly daily-first composite,0.24549180281416189,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
